Cyberincidentnum,Dyadpair,StateA,StateB,Name,interactionstartdate,method,targettype,initiator,target,cyber_objective,information_operation,objective_achievement,Concession,damage type,severity,Cyber_escalation,Ddeny/reject-,Dthreat/demand-,Diplo_Negative,Dnegotiate+,Dagreement+,Diplo_Positive,Ereduce-,Ethreat-,Eemb/sanc-,Econ_Negative,Ecoop+,Eease+,Eaid+,Econ_Positive,Mthreat-,Mdisplay-,Musage-,Mil_Negative,Mpromise+,Mcoop+,Mconfid+,Mil_Positive,Conv_descalation,Conv_escalation,
414,750770,India,Pakistan,PCA retaliation,12.12.10,1,2,750,770,1,1,1,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
415,750770,India,Pakistan,PCA retaliation,01.12.10,1,2,750,770,1,1,1,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
415,750770,India,Pakistan,PCA defacements,01.12.10,1,2,770,750,1,1,1,0,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,2,
416,750770,India,Pakistan,ICID defacement,01.10.11,1,2,770,750,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,1,
416,750770,India,Pakistan,No Cyber,19.12.13,0,0,750,770,0,0,0,0,0,0,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,3,
417,750770,India,Pakistan,2016 Crimson RAT,01.06.12,3,3,770,750,3,0,1,0,2,3,0,0,5,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
417,750770,India,Pakistan,,02.06.12,0,0,750,770,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
418,750770,India,Pakistan,Tranchulas incident,01.02.13,4,3,770,750,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
418,750770,India,Pakistan,Telenor Pakistan incident,16.10.14,4,1,750,770,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419,750770,India,Pakistan,Telenor Pakistan incident,17.03.13,4,1,750,770,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419,750770,India,Pakistan,Tranchulas incident,01.02.13,4,3,770,750,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
420,750770,India,Pakistan,Seedoor phishing,15.12.13,3,3,770,750,3,0,1,0,2,3,0,0,5,1,17,0,1,0,0,0,0,0,0,17.4,1,0,0,0.1,1,0,0,0,0,2,2,
420,750770,India,Pakistan,No Cyber,09.07.15,0,0,750,770,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
421,750770,India,Pakistan,Press Club of India hack,08.10.14,1,1,770,750,1,1,1,0,1,2,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
421,750770,India,Pakistan,Pakistan People's Party hack,08.03.16,1,1,750,770,1,1,1,0,1,2,0,6,5,2,17,18,2,4.4,0,0,1,16.4,0,17.4,2,0,2.8,0.1,2,0,0,0,0,4,5,
422,750770,India,Pakistan,Pakistan People's Party hack,09.10.14,1,1,750,770,1,1,1,0,1,2,0,6,5,2,17,18,2,4.4,0,0,1,16.4,0,17.4,2,0,2.8,0.1,2,0,0,0,0,4,5,
422,750770,India,Pakistan,Press Club of India hack,08.10.14,1,1,770,750,1,1,1,0,1,2,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,2,4,
423,750770,India,Pakistan,Financial Center DDoS,05.07.15,2,1,770,750,1,1,1,0,1,2,0,6,5,2,17,18,2,0,0,0,0,0,0,17.4,1,3,0,0.1,2,15.2,0,0,1,4,4,
423,750770,India,Pakistan,No Cyber,05.01.17,0,0,750,770,0,0,0,0,0,0,0,6,5,2,17,18,2,0,0,0,0,0,0,0,0,0,2.8,0.1,2,0,0,18.3,1,3,4,
424,750770,India,Pakistan,Indian Revenue Service hack,05.03.16,3,2,770,750,1,1,1,0,1,2,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,15.2,0,0,1,1,4,
424,750770,India,Pakistan,No Cyber,10.04.16,0,0,750,770,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
425,750770,India,Pakistan,Indian Army phishing campaign,06.10.16,3,3,770,750,1,1,1,0,1,3,0,6,5,2,17,0,1,0,0,0,0,16.4,0,0,1,0,2.8,0.1,2,15.2,0,0,1,3,4,
425,750770,India,Pakistan,No Cyber,09.01.17,0,0,750,770,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,0,0.1,1,0,0,0,0,1,4,
426,750770,India,Pakistan,NSG defacement_A,31.12.16,1,3,770,750,1,1,1,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,15.2,0,0,1,2,3,
426,750770,India,Pakistan,No Cyber,14.02.17,0,0,750,770,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,5,
427,750770,India,Pakistan,NSG defacement_B,31.12.16,1,3,770,750,1,1,1,0,1,2,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,15.2,0,0,1,2,3,
427,750770,India,Pakistan,No Cyber,14.02.17,0,0,750,770,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.1,3,0,0,0,0,0,5,
428,750770,India,Pakistan,Operation Sidecopy_B,01.01.19,3,2,770,750,2,0,0,0,1,4,0,6,0,1,17,0,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,3,
428,750770,India,Pakistan,,02.01.19,0,0,750,770,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,1,3,
429,750770,India,Pakistan,Pulwama reaction,14.02.19,3,3,770,750,1,0,1,0,1,4,0,6,5,2,17,0,1,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,1,4,
429,750770,India,Pakistan,,15.02.19,0,0,750,770,0,0,0,0,0,0,0,6,5,2,17,0,1,0,0,2,1,0,0,0,0,0,2.8,0.1,2,0,0,0,0,1,5,
430,750770,India,Pakistan,COVID Crimson RAT,16.03.20,3,1,770,750,2,0,1,0,2,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
430,750770,India,Pakistan,SUNBIRD,09.08.20,3,3,750,770,2,0,0,0,1,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
431,750770,India,Pakistan,SUNBIRD,09.08.20,3,3,750,770,2,0,0,0,1,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,3,
431,750770,India,Pakistan,,10.08.20,0,0,770,750,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0,0,0,0,0,4,
